AGE,WORKCLASS,EDUCATION,EDUCATIONNUM,MARITALSTATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,HOURSPERWEEK,ABOVE50K,INCOME
30, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,40,0,30556
42, Private, HS-grad,9,Married, Exec-managerial, Not-in-family, Black,Female,35,0,30611
21, Private, HS-grad,9,Not Married, Other-service, Own-child,White,Male,40,0,30683
21, Private, HS-grad,9,Married, Machine-op-inspct, Own-child,White,Female,40,0,30572
47, Private, HS-grad,9,Married, Tech-support, Wife,White,Female,40,0,30589
22, Self-emp-not-inc, Some-college,10,Not Married, Farming-fishing, Own-child,White,Male,20,0,30608
35, Private, Assoc-acdm,12,Not Married, Adm-clerical, Not-in-family,White,Female,40,1,68657
41, Private, 11th,7,Not Married, Handlers-cleaners, Other-relative, Black,Female,40,0,30713
43, Federal-gov, Bachelors,13,Married, Handlers-cleaners, Husband,White,Male,53,0,30603
60, Private, Some-college,10,Married, Sales, Husband,White,Male,55,0,30703
73, Private, 7th-8th,4,Married, Sales, Husband,White,Male,30,1,62308
90, Private, Bachelors,13,Married, Exec-managerial, Wife,White,Female,40,1,131151
62, Federal-gov, HS-grad,9,Married, Adm-clerical, Husband,White,Male,38,0,30733
28, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30589
45, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,30692
19, Private, HS-grad,9,Not Married, Sales, Not-in-family,White,Male,45,0,30664
30, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,35,0,30735
19, Private, 12th,8,Not Married, Handlers-cleaners, Own-child, Black,Female,52,0,30653
23, Private, Some-college,10,Not Married, Other-service, Own-child, Black,Male,80,0,30616
22, Federal-gov, Bachelors,13,Not Married, Prof-specialty, Own-child,White,Male,10,0,30589
19, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,28,0,30737
45, Federal-gov, Assoc-acdm,12,Not Married, Adm-clerical, Unmarried, Asian-Pac-Islander,Male,40,0,30585
26, Local-gov, HS-grad,9,Not Married, Other-service, Unmarried, Black,Female,25,0,30574
42, Local-gov, 10th,6,Married, Handlers-cleaners, Husband,White,Male,40,1,112566
62, Self-emp-not-inc, HS-grad,9,Married, Farming-fishing, Husband,White,Male,35,0,33500
61, Private, 10th,6,Married, Sales, Husband,White,Male,40,0,30584
34, Private, Bachelors,13,Not Married, Sales, Not-in-family, Amer-Indian-Eskimo,Male,60,1,53380
22, Local-gov, HS-grad,9,Not Married, Other-service, Own-child,White,Female,53,0,30663
56, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,40,1,53209
32, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,40,0,30569
24, ?, Some-college,10,Not Married, ?, Unmarried,White,Male,40,0,30595
26, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30708
32, Private, HS-grad,9,Not Married, Sales, Own-child, Black,Female,45,0,39462
58, Private, Assoc-acdm,12,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,30609
25, Self-emp-not-inc, Assoc-acdm,12,Married, Adm-clerical, Wife,White,Female,35,1,131816
23, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,25,0,30704
23, Private, Some-college,10,Married, Tech-support, Husband,White,Male,40,0,30572
54, Private, Some-college,10,Married, Adm-clerical, Husband,White,Male,40,0,30571
28, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Female,35,0,30627
35, Private, Bachelors,13,Married, Sales, Husband,White,Male,40,1,61277
30, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,25,1,121275
23, Private, 12th,8,Married, Craft-repair, Husband,White,Male,40,0,30601
42, Private, Some-college,10,Married, Tech-support, Husband,White,Male,50,1,102293
72, Private, 10th,6,Married, Adm-clerical, Not-in-family,White,Female,20,0,40249
21, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,35084
37, Private, Bachelors,13,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30585
54, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Female,40,0,30742
58, Private, Masters,14,Not Married, Adm-clerical, Not-in-family,White,Female,45,0,30714
32, Private, Bachelors,13,Not Married, Prof-specialty, Own-child,White,Male,40,0,39352
65, Private, Some-college,10,Married, Adm-clerical, Not-in-family,White,Female,15,0,30619
22, Private, Bachelors,13,Married, Machine-op-inspct, Husband,White,Male,45,0,34094
52, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,69509
65, Private, 10th,6,Married, Sales, Not-in-family,White,Female,20,0,30609
33, Self-emp-not-inc, HS-grad,9,Not Married, Other-service, Not-in-family,White,Female,35,0,38733
35, Private, HS-grad,9,Not Married, Machine-op-inspct, Unmarried,White,Male,65,0,30556
27, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,40,0,43440
34, State-gov, HS-grad,9,Not Married, Other-service, Own-child, Black,Male,42,0,30739
53, Self-emp-not-inc, HS-grad,9,Married, Sales, Husband,White,Male,70,0,42058
23, Private, 10th,6,Married, Craft-repair, Husband,White,Male,40,0,30641
43, State-gov, Doctorate,16,Not Married, Prof-specialty, Unmarried,White,Female,40,1,55551
58, Private, Assoc-voc,11,Married, Exec-managerial, Husband,White,Male,40,0,44921
38, Private, 10th,6,Not Married, Adm-clerical, Unmarried,White,Male,40,0,41296
26, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,50,0,35211
60, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,50,1,98334
28, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,50,0,30619
33, Federal-gov, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,30,0,30571
29, Local-gov, Some-college,10,Married, Transport-moving, Husband,White,Male,40,0,30714
54, State-gov, Doctorate,16,Not Married, Exec-managerial, Not-in-family,White,Female,50,1,56553
41, Private, 7th-8th,4,Married, Farming-fishing, Husband,White,Male,36,0,38366
63, Self-emp-not-inc, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,50,0,30685
31, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,27,0,30606
23, Private, Bachelors,13,Not Married, Sales, Own-child, Black,Female,25,0,30584
31, Private, Some-college,10,Married, Transport-moving, Not-in-family, Black,Male,40,0,30695
41, Private, Prof-school,15,Married, Prof-specialty, Husband,White,Male,45,1,70386
51, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,1,53229
59, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,1,59670
23, Private, Some-college,10,Not Married, Prof-specialty, Not-in-family,White,Female,45,0,35150
24, Self-emp-not-inc, Some-college,10,Not Married, Exec-managerial, Not-in-family, Black,Male,45,0,34438
67, Self-emp-not-inc, HS-grad,9,Not Married, Prof-specialty, Not-in-family,White,Female,20,0,30661
65, ?, HS-grad,9,Married, ?, Not-in-family,White,Female,35,0,30700
47, Local-gov, Bachelors,13,Married, Prof-specialty, Husband,White,Male,40,1,53345
21, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,40,0,37600
38, Private, 7th-8th,4,Married, Farming-fishing, Husband,White,Male,40,0,30721
55, Private, Bachelors,13,Not Married, Prof-specialty, Unmarried,White,Female,40,0,30579
39, Private, Masters,14,Not Married, Prof-specialty, Own-child,White,Female,40,0,37624
24, Private, HS-grad,9,Not Married, Other-service, Unmarried,White,Female,50,1,59703
24, Private, HS-grad,9,Married, Protective-serv, Husband, Asian-Pac-Islander,Male,40,0,30606
38, Private, Some-college,10,Married, Sales, Husband,White,Male,40,1,73341
19, Private, HS-grad,9,Not Married, Other-service, Own-child,White,Male,24,0,30677
32, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,0,30690
63, Self-emp-not-inc, Some-college,10,Married, Exec-managerial, Husband,White,Male,60,1,64230
18, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Female,30,0,30550
36, Private, Some-college,10,Married, Transport-moving, Husband,White,Male,45,0,30609
41, Private, Bachelors,13,Not Married, Transport-moving, Own-child, Black,Male,40,0,30612
57, Private, Some-college,10,Not Married, Protective-serv, Not-in-family,White,Male,40,0,30747
48, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,43430
44, Private, HS-grad,9,Not Married, Sales, Not-in-family,White,Female,40,0,30643
25, Private, Some-college,10,Not Married, Exec-managerial, Own-child, Asian-Pac-Islander,Male,40,0,30557
48, Private, 12th,8,Married, Exec-managerial, Husband,White,Male,50,0,30620
20, Private, Some-college,10,Not Married, Sales, Own-child,White,Female,8,0,41335
74, Self-emp-not-inc, HS-grad,9,Married, Sales, Husband,White,Male,55,0,34243
44, Private, HS-grad,9,Not Married, Exec-managerial, Not-in-family,White,Female,40,0,30713
26, Private, Some-college,10,Married, Machine-op-inspct, Wife,White,Female,40,0,30727
54, Local-gov, HS-grad,9,Married, Farming-fishing, Husband,White,Male,40,0,30743
39, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,48,1,106516
38, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30609
18, Private, 10th,6,Not Married, Other-service, Other-relative,White,Female,40,0,40821
32, Local-gov, Masters,14,Not Married, Prof-specialty, Not-in-family, Other,Female,40,0,42057
24, Private, Some-college,10,Not Married, Other-service, Own-child,White,Male,40,0,30636
19, Self-emp-not-inc, 9th,5,Not Married, Prof-specialty, Not-in-family,White,Male,35,0,34261
28, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,36934
28, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family, Other,Male,30,0,30714
49, Local-gov, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,36083
50, Private, Bachelors,13,Married, Craft-repair, Husband,White,Male,40,0,30591
63, Private, HS-grad,9,Married, Machine-op-inspct, Other-relative, Black,Female,40,0,30620
58, Self-emp-not-inc, HS-grad,9,Married, Farming-fishing, Husband,White,Male,50,0,30686
68, Self-emp-inc, HS-grad,9,Married, Other-service, Unmarried,White,Female,15,0,30695
41, Federal-gov, Some-college,10,Married, Exec-managerial, Husband, Black,Male,40,1,53355
21, ?, HS-grad,9,Not Married, ?, Not-in-family,White,Female,40,0,30661
27, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,50,1,79739
24, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30618
50, Private, Bachelors,13,Not Married, Exec-managerial, Unmarried,White,Female,40,0,35192
47, Private, Some-college,10,Not Married, Other-service, Own-child,White,Female,44,0,30554
64, ?, HS-grad,9,Not Married, ?, Not-in-family,White,Male,40,1,63838
54, Private, HS-grad,9,Married, Other-service, Unmarried,White,Female,40,0,30586
28, Private, Bachelors,13,Not Married, Adm-clerical, Own-child, Asian-Pac-Islander,Female,30,0,30551
26, State-gov, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30735
35, State-gov, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,42,0,38633
48, Private, HS-grad,9,Married, Sales, Husband,White,Male,15,0,39316
50, Private, Assoc-acdm,12,Married, Sales, Wife,White,Female,40,0,30670
39, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,44953
46, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,45,1,91625
41, Private, Some-college,10,Married, Adm-clerical, Unmarried, Black,Female,48,0,30641
24, Private, 7th-8th,4,Married, Sales, Husband,White,Male,40,0,40709
57, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30624
32, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,40,0,34886
41, Private, Assoc-acdm,12,Married, Exec-managerial, Husband, Black,Male,50,1,86106
55, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,63067
41, ?, Assoc-voc,11,Not Married, ?, Not-in-family,White,Male,80,0,35423
69, Private, 7th-8th,4,Not Married, Machine-op-inspct, Unmarried, Black,Female,40,0,30604
22, Private, HS-grad,9,Not Married, Other-service, Not-in-family, Black,Female,40,0,42083
45, Private, HS-grad,9,Married, Other-service, Husband,White,Male,40,0,41671
33, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family, Black,Male,40,0,32768
57, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Female,40,0,41994
38, Self-emp-not-inc, Bachelors,13,Married, Exec-managerial, Husband, Asian-Pac-Islander,Male,65,1,79985
40, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,0,30695
48, Self-emp-not-inc, Some-college,10,Not Married, Handlers-cleaners, Own-child,White,Female,40,0,30556
38, Local-gov, Some-college,10,Married, Exec-managerial, Unmarried, Black,Female,35,0,30641
26, State-gov, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,60,0,45283
24, Private, HS-grad,9,Not Married, Machine-op-inspct, Own-child,White,Male,40,0,30665
35, Private, HS-grad,9,Married, Other-service, Unmarried, Black,Female,20,0,30563
37, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,75,1,77820
42, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,30635
37, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,1,113117
37, Private, HS-grad,9,Not Married, Exec-managerial, Not-in-family,White,Female,50,0,30583
28, Private, Masters,14,Not Married, Exec-managerial, Not-in-family,White,Female,80,0,34879
22, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30550
24, Private, 11th,7,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30552
45, Local-gov, Some-college,10,Married, Adm-clerical, Husband,White,Male,40,1,89839
29, Self-emp-not-inc, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,50,1,109901
23, Private, Some-college,10,Not Married, Adm-clerical, Own-child, Black,Female,25,0,30749
24, Federal-gov, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,40,0,30668
25, Private, Assoc-acdm,12,Not Married, Prof-specialty, Own-child,White,Female,40,0,30697
58, Private, HS-grad,9,Not Married, Sales, Other-relative,White,Female,32,0,30597
28, Self-emp-inc, Assoc-voc,11,Not Married, Sales, Not-in-family,White,Male,60,0,30670
58, Private, HS-grad,9,Married, Sales, Not-in-family,White,Female,35,1,128906
18, Private, 11th,7,Not Married, Other-service, Own-child,White,Male,16,0,30720
59, Private, 7th-8th,4,Married, Protective-serv, Husband,White,Male,40,0,30630
39, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,40,0,30555
53, Self-emp-inc, Some-college,10,Married, Sales, Husband,White,Male,50,1,53325
54, Private, Prof-school,15,Not Married, Prof-specialty, Other-relative,White,Female,65,0,30697
51, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,50,1,53371
59, Private, Masters,14,Married, Sales, Husband,White,Male,55,1,99234
42, State-gov, HS-grad,9,Not Married, Protective-serv, Not-in-family,White,Male,40,1,62745
36, Private, Some-college,10,Married, Adm-clerical, Wife,White,Female,40,0,30561
37, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family,White,Female,60,0,30648
32, Private, Some-college,10,Not Married, Handlers-cleaners, Own-child,White,Male,40,0,30584
38, Self-emp-not-inc, HS-grad,9,Married, Tech-support, Husband,White,Male,50,0,30562
19, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,30,0,42944
55, Local-gov, Bachelors,13,Married, Prof-specialty, Not-in-family,White,Female,48,0,30656
30, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30572
27, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,50,1,93905
65, ?, HS-grad,9,Married, ?, Husband,White,Male,25,0,30650
44, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,5,0,30580
23, ?, 5th-6th,3,Not Married, ?, Not-in-family,White,Male,50,0,30569
32, Private, Bachelors,13,Married, Machine-op-inspct, Husband,White,Male,50,0,30624
60, Private, HS-grad,9,Married, Other-service, Unmarried,White,Female,20,0,40945
28, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander,Male,40,0,30716
44, Private, HS-grad,9,Married, Exec-managerial, Husband,White,Male,40,0,30725
29, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,16,0,30731
57, State-gov, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30748
41, Private, Some-college,10,Not Married, Transport-moving, Not-in-family,White,Male,60,0,42653
34, Self-emp-not-inc, 11th,7,Married, Transport-moving, Husband,White,Male,60,0,30611
44, Private, Some-college,10,Not Married, Exec-managerial, Unmarried,White,Female,42,0,30708
44, Private, Bachelors,13,Not Married, Transport-moving, Not-in-family,White,Male,40,0,46706
57, Private, 1st-4th,2,Married, Handlers-cleaners, Husband,White,Male,22,0,30722
37, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,30,0,30747
35, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,16,1,53263
51, Private, Masters,14,Married, Exec-managerial, Husband,White,Male,50,1,53206
27, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,45,0,30743
41, State-gov, Some-college,10,Married, Adm-clerical, Wife,White,Female,40,1,115448
28, ?, Bachelors,13,Not Married, ?, Not-in-family,White,Male,8,0,30591
37, Self-emp-not-inc, Doctorate,16,Married, Prof-specialty, Husband,White,Male,60,0,30551
18, Private, Some-college,10,Not Married, Other-service, Own-child,White,Male,8,0,34183
24, State-gov, 7th-8th,4,Not Married, Tech-support, Unmarried,White,Female,20,0,30609
53, Private, 12th,8,Married, Adm-clerical, Wife,White,Female,40,0,30731
40, Private, HS-grad,9,Not Married, Machine-op-inspct, Not-in-family,White,Male,48,0,43139
54, Private, Some-college,10,Not Married, Machine-op-inspct, Not-in-family,White,Male,60,0,30654
22, Private, Some-college,10,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,41921
44, Private, 10th,6,Married, Adm-clerical, Unmarried, Black,Female,30,0,31906
43, Private, Some-college,10,Not Married, Exec-managerial, Unmarried,White,Female,45,0,30605
58, State-gov, Bachelors,13,Married, Prof-specialty, Wife,White,Female,20,1,83046
59, Local-gov, Bachelors,13,Married, Prof-specialty, Wife,White,Female,45,1,123339
31, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,45,1,111146
35, Private, HS-grad,9,Not Married, Machine-op-inspct, Own-child,White,Male,40,0,30554
17, Private, 10th,6,Not Married, Sales, Own-child,White,Female,20,0,38210
45, Private, Some-college,10,Not Married, Prof-specialty, Unmarried,White,Female,32,0,30646
40, Private, Some-college,10,Not Married, Handlers-cleaners, Not-in-family,White,Male,40,0,30712
35, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,45,0,37382
25, Federal-gov, Bachelors,13,Not Married, Tech-support, Not-in-family,White,Male,45,0,30715
58, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Male,40,0,35372
39, Private, Some-college,10,Not Married, Handlers-cleaners, Not-in-family,White,Male,50,1,96550
69, ?, 1st-4th,2,Married, ?, Husband, Asian-Pac-Islander,Male,34,0,30629
23, Private, HS-grad,9,Married, Exec-managerial, Husband,White,Male,54,0,30722
32, State-gov, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30639
48, Private, Assoc-acdm,12,Married, Transport-moving, Husband,White,Male,44,0,30716
41, Private, Bachelors,13,Married, Handlers-cleaners, Husband,White,Male,40,0,30730
74, Private, 9th,5,Married, Craft-repair, Not-in-family,White,Male,10,0,30558
43, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,50,1,56698
18, Private, Some-college,10,Not Married, Other-service, Own-child,White,Male,20,0,41443
24, Federal-gov, Bachelors,13,Not Married, Armed-Forces, Not-in-family,White,Male,40,0,38804
58, Private, Some-college,10,Married, Adm-clerical, Wife,White,Female,32,0,38514
54, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,40,1,114241
60, Private, 7th-8th,4,Married, Craft-repair, Husband,White,Male,40,0,30659
28, Private, Some-college,10,Married, Farming-fishing, Husband,White,Male,40,0,30660
41, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,1,72045
62, ?, Some-college,10,Married, ?, Husband, Black,Male,35,1,53293
27, State-gov, Some-college,10,Not Married, Adm-clerical, Unmarried, Black,Male,40,0,36104
30, Private, Some-college,10,Not Married, Other-service, Own-child,White,Female,20,0,30584
63, Local-gov, Bachelors,13,Not Married, Craft-repair, Not-in-family, Black,Male,35,0,30554
33, Private, HS-grad,9,Not Married, Sales, Not-in-family,White,Male,50,0,35979
34, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,45,0,30669
20, ?, 9th,5,Not Married, ?, Own-child,White,Male,40,0,30714
51, Private, HS-grad,9,Married, Protective-serv, Husband,White,Male,40,0,30662
21, Private, 10th,6,Not Married, Other-service, Own-child, Black,Male,25,0,30583
50, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,103449
43, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30622
27, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30636
19, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,40,0,30734
20, ?, HS-grad,9,Not Married, ?, Not-in-family, Other,Male,43,0,30639
17, Private, 12th,8,Not Married, Other-service, Own-child,White,Female,6,0,30724
47, Private, Assoc-acdm,12,Not Married, Transport-moving, Not-in-family, Black,Male,40,0,30689
25, Local-gov, Bachelors,13,Not Married, Adm-clerical, Other-relative, Black,Female,40,0,30704
71, Private, Masters,14,Not Married, Other-service, Not-in-family,White,Female,20,0,30600
21, Private, HS-grad,9,Not Married, Machine-op-inspct, Own-child, Black,Female,40,0,38486
69, ?, 11th,7,Married, ?, Husband,White,Male,48,0,41882
48, Private, Assoc-acdm,12,Married, Machine-op-inspct, Husband,White,Male,40,0,42746
57, Private, 7th-8th,4,Married, Sales, Other-relative,White,Female,3,0,42765
58, Self-emp-not-inc, Some-college,10,Married, Farming-fishing, Husband,White,Male,40,1,70057
34, Private, HS-grad,9,Married, Machine-op-inspct, Other-relative, Other,Female,20,0,30743
33, Local-gov, Some-college,10,Married, Handlers-cleaners, Husband,White,Male,66,0,30737
56, Private, 5th-6th,3,Married, Other-service, Husband,White,Male,40,0,30671
40, Federal-gov, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30697
28, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Male,32,0,30664
42, Private, Masters,14,Married, Sales, Husband,White,Male,40,0,45735
19, ?, Some-college,10,Not Married, ?, Own-child,White,Female,20,0,30735
41, Private, Assoc-voc,11,Not Married, Tech-support, Not-in-family,White,Female,40,0,40221
28, Self-emp-inc, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,35,0,30568
40, Private, 10th,6,Not Married, Machine-op-inspct, Not-in-family,White,Female,35,0,45216
23, Private, Some-college,10,Not Married, Machine-op-inspct, Own-child, Asian-Pac-Islander,Male,30,0,30686
46, ?, HS-grad,9,Married, ?, Wife,White,Female,40,1,106566
39, Private, Masters,14,Not Married, Sales, Not-in-family,White,Male,50,1,56753
39, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,50,0,35193
45, Private, HS-grad,9,Not Married, Handlers-cleaners, Not-in-family,White,Female,40,0,30591
21, ?, Some-college,10,Not Married, ?, Own-child,White,Female,35,0,30614
50, Self-emp-not-inc, Some-college,10,Not Married, Sales, Not-in-family,White,Female,40,0,35259
33, Private, HS-grad,9,Married, Adm-clerical, Husband,White,Male,40,0,37664
34, Private, 11th,7,Married, Machine-op-inspct, Own-child,White,Female,40,0,30595
55, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,32,0,40392
62, Federal-gov, HS-grad,9,Married, Adm-clerical, Unmarried,White,Female,40,0,30614
31, Private, Bachelors,13,Married, Sales, Husband,White,Male,40,0,46715
35, Self-emp-not-inc, 9th,5,Married, Craft-repair, Husband,White,Male,40,0,30669
30, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30713
57, Self-emp-inc, Some-college,10,Married, Sales, Husband,White,Male,50,1,53316
50, Private, HS-grad,9,Married, Exec-managerial, Husband, Black,Male,55,1,90500
51, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,50,0,30699
47, Private, HS-grad,9,Married, Sales, Husband,White,Male,45,1,122749
37, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,45,1,53308
58, Private, 7th-8th,4,Married, Transport-moving, Husband,White,Male,40,0,30704
39, Private, Bachelors,13,Not Married, Exec-managerial, Unmarried,White,Female,50,1,53287
34, Private, Some-college,10,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,1,91494
45, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,38,0,42839
19, ?, Some-college,10,Not Married, ?, Own-child,White,Male,40,0,30701
42, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,40,1,126207
40, Private, Assoc-voc,11,Not Married, Tech-support, Not-in-family,White,Male,40,0,30660
39, Self-emp-not-inc, Prof-school,15,Married, Prof-specialty, Husband,White,Male,50,1,53332
36, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,40,1,51349
56, Private, HS-grad,9,Not Married, Adm-clerical, Other-relative, Amer-Indian-Eskimo,Female,35,0,31148
19, ?, Some-college,10,Not Married, ?, Other-relative,White,Female,15,0,30588
37, Private, Some-college,10,Married, Handlers-cleaners, Husband, Black,Male,40,1,71677
60, Local-gov, HS-grad,9,Married, Other-service, Husband,White,Male,40,0,34860
56, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,63147
51, Private, 7th-8th,4,Married, Exec-managerial, Husband, Amer-Indian-Eskimo,Male,47,0,30705
34, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,36,0,30560
23, ?, Some-college,10,Not Married, ?, Own-child,White,Female,10,0,30719
19, Private, HS-grad,9,Not Married, Farming-fishing, Own-child, Black,Male,30,0,30720
37, Federal-gov, HS-grad,9,Not Married, Exec-managerial, Unmarried, Black,Female,40,0,30670
58, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,121224
33, Private, 11th,7,Not Married, Adm-clerical, Not-in-family,White,Female,35,0,30667
39, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,40,1,74041
36, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30718
26, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family, Asian-Pac-Islander,Female,40,0,30650
22, Private, Assoc-voc,11,Not Married, Tech-support, Own-child,White,Female,36,0,30642
32, Private, Masters,14,Not Married, Adm-clerical, Not-in-family,White,Male,40,0,30677
17, Private, 11th,7,Not Married, Sales, Unmarried,White,Male,15,0,44357
57, ?, Some-college,10,Not Married, ?, Not-in-family,White,Female,40,0,30721
68, Private, 7th-8th,4,Married, Other-service, Unmarried, Amer-Indian-Eskimo,Female,20,0,30715
70, Private, HS-grad,9,Married, Sales, Husband,White,Male,40,0,44761
30, Private, HS-grad,9,Not Married, Farming-fishing, Own-child,White,Male,40,0,30698
19, State-gov, Some-college,10,Not Married, Adm-clerical, Other-relative,White,Female,15,0,30634
51, Private, HS-grad,9,Married, Prof-specialty, Husband,White,Male,40,0,30689
19, Private, Some-college,10,Not Married, Adm-clerical, Other-relative,White,Male,30,0,42627
47, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30648
41, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,55,1,80380
36, Private, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,40,1,68255
30, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,1,53386
